id=00001; nom=Casque audio; categorie=Accessoires; prix=299 DH; stock=83; fournisseur=CasaDigital; ville_stock=Kenitra
id=05241; nom=Casque audio; categorie=Accessoires; prix=357 DH; stock=328; fournisseur=AtlasCom; ville_stock=El Jadida
id=05242; nom=Ordinateur portable; categorie=Informatique; prix=9364 DH; stock=173; fournisseur=AtlasCom; ville_stock=Safi
id=05243; nom=Tablette graphique; categorie=Informatique; prix=1649 DH; stock=105; fournisseur=CasaDigital; ville_stock=Rabat
id=05244; nom=Routeur WiFi; categorie=Reseau; prix=681 DH; stock=175; fournisseur=CasaDigital; ville_stock=Safi
id=05245; nom=Routeur WiFi; categorie=Reseau; prix=849 DH; stock=469; fournisseur=NordInfo; ville_stock=El Jadida
id=05246; nom=Onduleur; categorie=Bureautique; prix=1733 DH; stock=56; fournisseur=AtlasCom; ville_stock=Rabat
id=05247; nom=Switch 24 ports; categorie=Reseau; prix=2160 DH; stock=64; fournisseur=CasaDigital; ville_stock=Meknes
id=05248; nom=Imprimante laser; categorie=Bureautique; prix=2093 DH; stock=438; fournisseur=MaghrebTech; ville_stock=Fes
id=05249; nom=Clavier mecanique; categorie=Accessoires; prix=379 DH; stock=90; fournisseur=NordInfo; ville_stock=Nador
id=05250; nom=Souris sans fil; categorie=Accessoires; prix=114 DH; stock=379; fournisseur=MaghrebTech; ville_stock=Taza
id=05251; nom=Souris sans fil; categorie=Accessoires; prix=121 DH; stock=125; fournisseur=TechMaroc; ville_stock=Oujda
id=05252; nom=Tablette graphique; categorie=Informatique; prix=1702 DH; stock=445; fournisseur=RabatIT; ville_stock=Meknes
id=05253; nom=Souris sans fil; categorie=Accessoires; prix=111 DH; stock=283; fournisseur=CasaDigital; ville_stock=Casablanca
id=05254; nom=Souris sans fil; categorie=Accessoires; prix=138 DH; stock=65; fournisseur=AtlasCom; ville_stock=Tetouan
id=05255; nom=Imprimante laser; categorie=Bureautique; prix=1949 DH; stock=452; fournisseur=MaghrebTech; ville_stock=Oujda
id=05256; nom=Ecran 24 pouces; categorie=Informatique; prix=1959 DH; stock=40; fournisseur=TechMaroc; ville_stock=Meknes
id=05257; nom=Casque audio; categorie=Accessoires; prix=320 DH; stock=332; fournisseur=AtlasCom; ville_stock=Taza
id=05258; nom=Switch 24 ports; categorie=Reseau; prix=2468 DH; stock=402; fournisseur=RabatIT; ville_stock=Nador
id=05259; nom=Clavier mecanique; categorie=Accessoires; prix=428 DH; stock=127; fournisseur=RabatIT; ville_stock=Dakhla
id=05260; nom=Imprimante laser; categorie=Bureautique; prix=2384 DH; stock=31; fournisseur=NordInfo; ville_stock=Agadir
id=05261; nom=Ordinateur portable; categorie=Informatique; prix=7717 DH; stock=139; fournisseur=RabatIT; ville_stock=Rabat
id=05262; nom=Disque SSD 1To; categorie=Stockage; prix=1040 DH; stock=245; fournisseur=MaghrebTech; ville_stock=Kenitra
id=05263; nom=Ecran 24 pouces; categorie=Informatique; prix=1548 DH; stock=54; fournisseur=CasaDigital; ville_stock=Beni Mellal
id=05264; nom=Clavier mecanique; categorie=Accessoires; prix=520 DH; stock=308; fournisseur=RabatIT; ville_stock=Agadir
id=05265; nom=Souris sans fil; categorie=Accessoires; prix=130 DH; stock=184; fournisseur=RabatIT; ville_stock=Settat
id=05266; nom=Souris sans fil; categorie=Accessoires; prix=114 DH; stock=60; fournisseur=CasaDigital; ville_stock=Casablanca
id=05267; nom=Casque audio; categorie=Accessoires; prix=298 DH; stock=265; fournisseur=RabatIT; ville_stock=Dakhla
id=05268; nom=Switch 24 ports; categorie=Reseau; prix=1934 DH; stock=110; fournisseur=AtlasCom; ville_stock=Mohammedia
id=05269; nom=Ordinateur portable; categorie=Informatique; prix=9071 DH; stock=324; fournisseur=MaghrebTech; ville_stock=Nador
id=05270; nom=Scanner; categorie=Bureautique; prix=1607 DH; stock=281; fournisseur=TechMaroc; ville_stock=Oujda
id=05271; nom=Clavier mecanique; categorie=Accessoires; prix=501 DH; stock=34; fournisseur=NordInfo; ville_stock=Nador
id=05272; nom=Tablette graphique; categorie=Informatique; prix=1808 DH; stock=151; fournisseur=CasaDigital; ville_stock=Errachidia
id=05273; nom=Projecteur; categorie=Bureautique; prix=5200 DH; stock=29; fournisseur=NordInfo; ville_stock=Rabat
id=05274; nom=Clavier mecanique; categorie=Accessoires; prix=527 DH; stock=145; fournisseur=TechMaroc; ville_stock=Mohammedia
id=05275; nom=Onduleur; categorie=Bureautique; prix=1682 DH; stock=237; fournisseur=RabatIT; ville_stock=Meknes
id=05276; nom=Onduleur; categorie=Bureautique; prix=1545 DH; stock=34; fournisseur=TechMaroc; ville_stock=Nador
id=05277; nom=Clavier mecanique; categorie=Accessoires; prix=489 DH; stock=179; fournisseur=CasaDigital; ville_stock=Fes
id=05278; nom=Switch 24 ports; categorie=Reseau; prix=1766 DH; stock=242; fournisseur=MaghrebTech; ville_stock=Rabat
id=05279; nom=Ordinateur portable; categorie=Informatique; prix=8249 DH; stock=277; fournisseur=RabatIT; ville_stock=Safi
id=05280; nom=Clavier mecanique; categorie=Accessoires; prix=466 DH; stock=150; fournisseur=RabatIT; ville_stock=Taza
id=05281; nom=Projecteur; categorie=Bureautique; prix=5876 DH; stock=473; fournisseur=NordInfo; ville_stock=El Jadida
id=05282; nom=Serveur NAS; categorie=Stockage; prix=6493 DH; stock=240; fournisseur=AtlasCom; ville_stock=Kenitra
id=05283; nom=Casque audio; categorie=Accessoires; prix=402 DH; stock=347; fournisseur=AtlasCom; ville_stock=Dakhla
id=05284; nom=Ecran 24 pouces; categorie=Informatique; prix=1642 DH; stock=360; fournisseur=TechMaroc; ville_stock=El Jadida
id=05285; nom=Ecran 24 pouces; categorie=Informatique; prix=2204 DH; stock=319; fournisseur=RabatIT; ville_stock=Tetouan
id=05286; nom=Onduleur; categorie=Bureautique; prix=1302 DH; stock=423; fournisseur=TechMaroc; ville_stock=Agadir
id=05287; nom=Imprimante laser; categorie=Bureautique; prix=2852 DH; stock=32; fournisseur=AtlasCom; ville_stock=Taza
id=05288; nom=Ecran 24 pouces; categorie=Informatique; prix=2091 DH; stock=317; fournisseur=AtlasCom; ville_stock=Agadir
id=05289; nom=Scanner; categorie=Bureautique; prix=1240 DH; stock=243; fournisseur=TechMaroc; ville_stock=Rabat
id=05290; nom=Serveur NAS; categorie=Stockage; prix=7084 DH; stock=32; fournisseur=MaghrebTech; ville_stock=Laayoune
id=05291; nom=Casque audio; categorie=Accessoires; prix=281 DH; stock=11; fournisseur=MaghrebTech; ville_stock=Errachidia
id=05292; nom=Scanner; categorie=Bureautique; prix=1389 DH; stock=482; fournisseur=AtlasCom; ville_stock=Rabat
id=05293; nom=Scanner; categorie=Bureautique; prix=1100 DH; stock=356; fournisseur=TechMaroc; ville_stock=Tanger
id=05294; nom=Webcam HD; categorie=Accessoires; prix=460 DH; stock=229; fournisseur=TechMaroc; ville_stock=Laayoune
id=05295; nom=Switch 24 ports; categorie=Reseau; prix=2252 DH; stock=372; fournisseur=RabatIT; ville_stock=Taza
id=05296; nom=Onduleur; categorie=Bureautique; prix=1443 DH; stock=23; fournisseur=MaghrebTech; ville_stock=Nador
id=05297; nom=Imprimante laser; categorie=Bureautique; prix=2515 DH; stock=471; fournisseur=RabatIT; ville_stock=Mohammedia
id=05298; nom=Webcam HD; categorie=Accessoires; prix=508 DH; stock=92; fournisseur=AtlasCom; ville_stock=Agadir
id=05299; nom=Webcam HD; categorie=Accessoires; prix=391 DH; stock=280; fournisseur=NordInfo; ville_stock=El Jadida
id=05300; nom=Disque SSD 1To; categorie=Stockage; prix=891 DH; stock=52; fournisseur=MaghrebTech; ville_stock=Agadir
id=05301; nom=Scanner; categorie=Bureautique; prix=1080 DH; stock=383; fournisseur=NordInfo; ville_stock=Marrakech
id=05302; nom=Ecran 24 pouces; categorie=Informatique; prix=2001 DH; stock=289; fournisseur=MaghrebTech; ville_stock=El Jadida
id=05303; nom=Clavier mecanique; categorie=Accessoires; prix=439 DH; stock=405; fournisseur=NordInfo; ville_stock=Nador
id=05304; nom=Onduleur; categorie=Bureautique; prix=1707 DH; stock=105; fournisseur=MaghrebTech; ville_stock=Taza
id=05305; nom=Disque SSD 1To; categorie=Stockage; prix=889 DH; stock=276; fournisseur=RabatIT; ville_stock=Marrakech
id=05306; nom=Serveur NAS; categorie=Stockage; prix=4995 DH; stock=382; fournisseur=TechMaroc; ville_stock=Nador
id=05307; nom=Serveur NAS; categorie=Stockage; prix=5807 DH; stock=181; fournisseur=NordInfo; ville_stock=Tetouan
id=05308; nom=Switch 24 ports; categorie=Reseau; prix=2601 DH; stock=20; fournisseur=NordInfo; ville_stock=Beni Mellal
id=05309; nom=Serveur NAS; categorie=Stockage; prix=6635 DH; stock=350; fournisseur=AtlasCom; ville_stock=Settat
id=05310; nom=Switch 24 ports; categorie=Reseau; prix=1851 DH; stock=37; fournisseur=CasaDigital; ville_stock=Meknes
id=05311; nom=Scanner; categorie=Bureautique; prix=1420 DH; stock=72; fournisseur=RabatIT; ville_stock=Rabat
id=05312; nom=Ordinateur portable; categorie=Informatique; prix=8738 DH; stock=297; fournisseur=TechMaroc; ville_stock=Fes
id=05313; nom=Tablette graphique; categorie=Informatique; prix=1521 DH; stock=385; fournisseur=CasaDigital; ville_stock=Agadir
id=05314; nom=Webcam HD; categorie=Accessoires; prix=407 DH; stock=432; fournisseur=CasaDigital; ville_stock=Dakhla
id=05315; nom=Switch 24 ports; categorie=Reseau; prix=2563 DH; stock=445; fournisseur=RabatIT; ville_stock=Oujda
id=05316; nom=Scanner; categorie=Bureautique; prix=1102 DH; stock=406; fournisseur=AtlasCom; ville_stock=Agadir
id=05317; nom=Ordinateur portable; categorie=Informatique; prix=9489 DH; stock=232; fournisseur=CasaDigital; ville_stock=Rabat
id=05318; nom=Casque audio; categorie=Accessoires; prix=420 DH; stock=259; fournisseur=AtlasCom; ville_stock=Laayoune
id=05319; nom=Casque audio; categorie=Accessoires; prix=344 DH; stock=187; fournisseur=MaghrebTech; ville_stock=Settat
id=05320; nom=Disque SSD 1To; categorie=Stockage; prix=1139 DH; stock=353; fournisseur=AtlasCom; ville_stock=Fes
id=05321; nom=Disque SSD 1To; categorie=Stockage; prix=1338 DH; stock=258; fournisseur=RabatIT; ville_stock=Tanger
id=05322; nom=Routeur WiFi; categorie=Reseau; prix=676 DH; stock=329; fournisseur=CasaDigital; ville_stock=Taza
id=05323; nom=Clavier mecanique; categorie=Accessoires; prix=414 DH; stock=321; fournisseur=NordInfo; ville_stock=Tetouan
id=05324; nom=Tablette graphique; categorie=Informatique; prix=1891 DH; stock=279; fournisseur=MaghrebTech; ville_stock=Settat
id=05325; nom=Clavier mecanique; categorie=Accessoires; prix=463 DH; stock=147; fournisseur=TechMaroc; ville_stock=Tetouan
id=05326; nom=Routeur WiFi; categorie=Reseau; prix=867 DH; stock=334; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05327; nom=Clavier mecanique; categorie=Accessoires; prix=512 DH; stock=0; fournisseur=TechMaroc; ville_stock=Mohammedia
id=05328; nom=Switch 24 ports; categorie=Reseau; prix=1929 DH; stock=483; fournisseur=CasaDigital; ville_stock=Meknes
id=05329; nom=Projecteur; categorie=Bureautique; prix=5397 DH; stock=310; fournisseur=AtlasCom; ville_stock=El Jadida
id=05330; nom=Onduleur; categorie=Bureautique; prix=1396 DH; stock=217; fournisseur=TechMaroc; ville_stock=Marrakech
id=05331; nom=Routeur WiFi; categorie=Reseau; prix=892 DH; stock=274; fournisseur=CasaDigital; ville_stock=Nador
id=05332; nom=Disque SSD 1To; categorie=Stockage; prix=910 DH; stock=426; fournisseur=CasaDigital; ville_stock=Mohammedia
id=05333; nom=Ordinateur portable; categorie=Informatique; prix=7134 DH; stock=270; fournisseur=MaghrebTech; ville_stock=El Jadida
id=05334; nom=Onduleur; categorie=Bureautique; prix=1774 DH; stock=28; fournisseur=TechMaroc; ville_stock=Safi
id=05335; nom=Tablette graphique; categorie=Informatique; prix=1458 DH; stock=45; fournisseur=AtlasCom; ville_stock=Rabat
id=05336; nom=Casque audio; categorie=Accessoires; prix=343 DH; stock=85; fournisseur=NordInfo; ville_stock=Oujda
id=05337; nom=Ordinateur portable; categorie=Informatique; prix=8141 DH; stock=497; fournisseur=CasaDigital; ville_stock=Tetouan
id=05338; nom=Webcam HD; categorie=Accessoires; prix=442 DH; stock=9; fournisseur=TechMaroc; ville_stock=Agadir
id=05339; nom=Souris sans fil; categorie=Accessoires; prix=110 DH; stock=129; fournisseur=CasaDigital; ville_stock=Meknes
id=05340; nom=Onduleur; categorie=Bureautique; prix=1430 DH; stock=11; fournisseur=TechMaroc; ville_stock=Taza
id=05341; nom=Imprimante laser; categorie=Bureautique; prix=2080 DH; stock=359; fournisseur=TechMaroc; ville_stock=Tetouan
id=05342; nom=Serveur NAS; categorie=Stockage; prix=5617 DH; stock=128; fournisseur=RabatIT; ville_stock=Fes
id=05343; nom=Switch 24 ports; categorie=Reseau; prix=2463 DH; stock=63; fournisseur=CasaDigital; ville_stock=Errachidia
id=05344; nom=Disque SSD 1To; categorie=Stockage; prix=1048 DH; stock=321; fournisseur=NordInfo; ville_stock=Beni Mellal
id=05345; nom=Souris sans fil; categorie=Accessoires; prix=98 DH; stock=381; fournisseur=CasaDigital; ville_stock=Errachidia
id=05346; nom=Projecteur; categorie=Bureautique; prix=4789 DH; stock=226; fournisseur=AtlasCom; ville_stock=Tetouan
id=05347; nom=Casque audio; categorie=Accessoires; prix=435 DH; stock=386; fournisseur=CasaDigital; ville_stock=Dakhla
id=05348; nom=Onduleur; categorie=Bureautique; prix=1221 DH; stock=409; fournisseur=TechMaroc; ville_stock=Casablanca
id=05349; nom=Imprimante laser; categorie=Bureautique; prix=2767 DH; stock=15; fournisseur=CasaDigital; ville_stock=Meknes
id=05350; nom=Scanner; categorie=Bureautique; prix=1176 DH; stock=365; fournisseur=AtlasCom; ville_stock=Tetouan
id=05351; nom=Imprimante laser; categorie=Bureautique; prix=2480 DH; stock=431; fournisseur=AtlasCom; ville_stock=Rabat
id=05352; nom=Switch 24 ports; categorie=Reseau; prix=2239 DH; stock=378; fournisseur=RabatIT; ville_stock=Safi
id=05353; nom=Ordinateur portable; categorie=Informatique; prix=9930 DH; stock=125; fournisseur=TechMaroc; ville_stock=Tetouan
id=05354; nom=Serveur NAS; categorie=Stockage; prix=7604 DH; stock=487; fournisseur=RabatIT; ville_stock=Nador
id=05355; nom=Onduleur; categorie=Bureautique; prix=1194 DH; stock=329; fournisseur=AtlasCom; ville_stock=Marrakech
id=05356; nom=Imprimante laser; categorie=Bureautique; prix=2664 DH; stock=124; fournisseur=MaghrebTech; ville_stock=Nador
id=05357; nom=Projecteur; categorie=Bureautique; prix=6204 DH; stock=325; fournisseur=AtlasCom; ville_stock=Fes
id=05358; nom=Onduleur; categorie=Bureautique; prix=1711 DH; stock=229; fournisseur=MaghrebTech; ville_stock=Oujda
id=05359; nom=Clavier mecanique; categorie=Accessoires; prix=394 DH; stock=291; fournisseur=TechMaroc; ville_stock=Laayoune
id=05360; nom=Scanner; categorie=Bureautique; prix=1566 DH; stock=493; fournisseur=TechMaroc; ville_stock=Marrakech
id=05361; nom=Ecran 24 pouces; categorie=Informatique; prix=2007 DH; stock=342; fournisseur=TechMaroc; ville_stock=Kenitra
id=05362; nom=Casque audio; categorie=Accessoires; prix=313 DH; stock=474; fournisseur=NordInfo; ville_stock=Safi
id=05363; nom=Webcam HD; categorie=Accessoires; prix=524 DH; stock=158; fournisseur=NordInfo; ville_stock=Tanger
id=05364; nom=Disque SSD 1To; categorie=Stockage; prix=1167 DH; stock=363; fournisseur=NordInfo; ville_stock=Laayoune
id=05365; nom=Scanner; categorie=Bureautique; prix=1195 DH; stock=458; fournisseur=CasaDigital; ville_stock=Settat
id=05366; nom=Clavier mecanique; categorie=Accessoires; prix=468 DH; stock=101; fournisseur=RabatIT; ville_stock=Tanger
id=05367; nom=Serveur NAS; categorie=Stockage; prix=5742 DH; stock=215; fournisseur=RabatIT; ville_stock=Mohammedia
id=05368; nom=Onduleur; categorie=Bureautique; prix=1312 DH; stock=428; fournisseur=RabatIT; ville_stock=Laayoune
id=05369; nom=Scanner; categorie=Bureautique; prix=1175 DH; stock=47; fournisseur=CasaDigital; ville_stock=Agadir
id=05370; nom=Ecran 24 pouces; categorie=Informatique; prix=1879 DH; stock=442; fournisseur=AtlasCom; ville_stock=Taza
id=05371; nom=Switch 24 ports; categorie=Reseau; prix=2111 DH; stock=226; fournisseur=TechMaroc; ville_stock=Casablanca
id=05372; nom=Tablette graphique; categorie=Informatique; prix=1455 DH; stock=269; fournisseur=AtlasCom; ville_stock=Agadir
id=05373; nom=Routeur WiFi; categorie=Reseau; prix=601 DH; stock=171; fournisseur=TechMaroc; ville_stock=Taza
id=05374; nom=Clavier mecanique; categorie=Accessoires; prix=465 DH; stock=61; fournisseur=MaghrebTech; ville_stock=Tanger
id=05375; nom=Routeur WiFi; categorie=Reseau; prix=609 DH; stock=52; fournisseur=MaghrebTech; ville_stock=Nador
id=05376; nom=Souris sans fil; categorie=Accessoires; prix=141 DH; stock=223; fournisseur=AtlasCom; ville_stock=Agadir
id=05377; nom=Switch 24 ports; categorie=Reseau; prix=2011 DH; stock=15; fournisseur=MaghrebTech; ville_stock=Agadir
id=05378; nom=Clavier mecanique; categorie=Accessoires; prix=520 DH; stock=99; fournisseur=RabatIT; ville_stock=Beni Mellal
id=05379; nom=Serveur NAS; categorie=Stockage; prix=5434 DH; stock=290; fournisseur=TechMaroc; ville_stock=Laayoune
id=05380; nom=Serveur NAS; categorie=Stockage; prix=5895 DH; stock=109; fournisseur=NordInfo; ville_stock=Tanger
id=05381; nom=Casque audio; categorie=Accessoires; prix=389 DH; stock=75; fournisseur=AtlasCom; ville_stock=Marrakech
id=05382; nom=Ecran 24 pouces; categorie=Informatique; prix=2144 DH; stock=396; fournisseur=RabatIT; ville_stock=Dakhla
id=05383; nom=Webcam HD; categorie=Accessoires; prix=341 DH; stock=177; fournisseur=RabatIT; ville_stock=Tetouan
id=05384; nom=Serveur NAS; categorie=Stockage; prix=7727 DH; stock=34; fournisseur=NordInfo; ville_stock=Marrakech
id=05385; nom=Routeur WiFi; categorie=Reseau; prix=775 DH; stock=475; fournisseur=NordInfo; ville_stock=Safi
id=05386; nom=Webcam HD; categorie=Accessoires; prix=372 DH; stock=11; fournisseur=RabatIT; ville_stock=Settat
id=05387; nom=Onduleur; categorie=Bureautique; prix=1233 DH; stock=201; fournisseur=NordInfo; ville_stock=Laayoune
id=05388; nom=Serveur NAS; categorie=Stockage; prix=5125 DH; stock=0; fournisseur=RabatIT; ville_stock=Fes
id=05389; nom=Onduleur; categorie=Bureautique; prix=1194 DH; stock=247; fournisseur=CasaDigital; ville_stock=Dakhla
id=05390; nom=Tablette graphique; categorie=Informatique; prix=1618 DH; stock=430; fournisseur=RabatIT; ville_stock=Oujda
id=05391; nom=Tablette graphique; categorie=Informatique; prix=1518 DH; stock=124; fournisseur=MaghrebTech; ville_stock=Tetouan
id=05392; nom=Routeur WiFi; categorie=Reseau; prix=890 DH; stock=497; fournisseur=AtlasCom; ville_stock=Settat
id=05393; nom=Clavier mecanique; categorie=Accessoires; prix=474 DH; stock=257; fournisseur=RabatIT; ville_stock=Errachidia
id=05394; nom=Scanner; categorie=Bureautique; prix=1046 DH; stock=419; fournisseur=CasaDigital; ville_stock=Mohammedia
id=05395; nom=Souris sans fil; categorie=Accessoires; prix=108 DH; stock=366; fournisseur=AtlasCom; ville_stock=Nador
id=05396; nom=Clavier mecanique; categorie=Accessoires; prix=556 DH; stock=59; fournisseur=AtlasCom; ville_stock=Safi
id=05397; nom=Webcam HD; categorie=Accessoires; prix=439 DH; stock=175; fournisseur=TechMaroc; ville_stock=Dakhla
id=05398; nom=Casque audio; categorie=Accessoires; prix=285 DH; stock=120; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05399; nom=Projecteur; categorie=Bureautique; prix=6037 DH; stock=13; fournisseur=NordInfo; ville_stock=Safi
id=05400; nom=Tablette graphique; categorie=Informatique; prix=1654 DH; stock=99; fournisseur=RabatIT; ville_stock=Casablanca
id=05401; nom=Tablette graphique; categorie=Informatique; prix=1781 DH; stock=201; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05402; nom=Clavier mecanique; categorie=Accessoires; prix=404 DH; stock=188; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05403; nom=Serveur NAS; categorie=Stockage; prix=6870 DH; stock=469; fournisseur=AtlasCom; ville_stock=Laayoune
id=05404; nom=Onduleur; categorie=Bureautique; prix=1170 DH; stock=464; fournisseur=MaghrebTech; ville_stock=Agadir
id=05405; nom=Projecteur; categorie=Bureautique; prix=5251 DH; stock=362; fournisseur=RabatIT; ville_stock=Kenitra
id=05406; nom=Routeur WiFi; categorie=Reseau; prix=777 DH; stock=482; fournisseur=CasaDigital; ville_stock=Meknes
id=05407; nom=Routeur WiFi; categorie=Reseau; prix=676 DH; stock=29; fournisseur=RabatIT; ville_stock=Agadir
id=05408; nom=Routeur WiFi; categorie=Reseau; prix=677 DH; stock=44; fournisseur=AtlasCom; ville_stock=Agadir
id=05409; nom=Ordinateur portable; categorie=Informatique; prix=8142 DH; stock=204; fournisseur=TechMaroc; ville_stock=Safi
id=05410; nom=Onduleur; categorie=Bureautique; prix=1285 DH; stock=275; fournisseur=NordInfo; ville_stock=Laayoune
id=05411; nom=Switch 24 ports; categorie=Reseau; prix=1763 DH; stock=444; fournisseur=MaghrebTech; ville_stock=Dakhla
id=05412; nom=Ecran 24 pouces; categorie=Informatique; prix=1920 DH; stock=118; fournisseur=CasaDigital; ville_stock=Safi
id=05413; nom=Disque SSD 1To; categorie=Stockage; prix=1088 DH; stock=288; fournisseur=MaghrebTech; ville_stock=Errachidia
id=05414; nom=Ordinateur portable; categorie=Informatique; prix=9547 DH; stock=433; fournisseur=AtlasCom; ville_stock=Safi
id=05415; nom=Switch 24 ports; categorie=Reseau; prix=2510 DH; stock=74; fournisseur=CasaDigital; ville_stock=Tetouan
id=05416; nom=Serveur NAS; categorie=Stockage; prix=7255 DH; stock=252; fournisseur=MaghrebTech; ville_stock=Agadir
id=05417; nom=Imprimante laser; categorie=Bureautique; prix=2240 DH; stock=4; fournisseur=NordInfo; ville_stock=Tetouan
id=05418; nom=Routeur WiFi; categorie=Reseau; prix=778 DH; stock=252; fournisseur=RabatIT; ville_stock=Mohammedia
id=05419; nom=Webcam HD; categorie=Accessoires; prix=492 DH; stock=286; fournisseur=TechMaroc; ville_stock=Oujda
id=05420; nom=Disque SSD 1To; categorie=Stockage; prix=944 DH; stock=261; fournisseur=NordInfo; ville_stock=Errachidia
id=05421; nom=Tablette graphique; categorie=Informatique; prix=1327 DH; stock=37; fournisseur=TechMaroc; ville_stock=El Jadida
id=05422; nom=Onduleur; categorie=Bureautique; prix=1218 DH; stock=256; fournisseur=AtlasCom; ville_stock=Tetouan
id=05423; nom=Tablette graphique; categorie=Informatique; prix=1447 DH; stock=312; fournisseur=RabatIT; ville_stock=Errachidia
id=05424; nom=Routeur WiFi; categorie=Reseau; prix=643 DH; stock=96; fournisseur=CasaDigital; ville_stock=Mohammedia
id=05425; nom=Serveur NAS; categorie=Stockage; prix=7199 DH; stock=54; fournisseur=TechMaroc; ville_stock=Fes
id=05426; nom=Serveur NAS; categorie=Stockage; prix=5386 DH; stock=253; fournisseur=NordInfo; ville_stock=Beni Mellal
id=05427; nom=Imprimante laser; categorie=Bureautique; prix=2296 DH; stock=1; fournisseur=MaghrebTech; ville_stock=Mohammedia
id=05428; nom=Tablette graphique; categorie=Informatique; prix=1892 DH; stock=404; fournisseur=MaghrebTech; ville_stock=Tetouan
id=05429; nom=Tablette graphique; categorie=Informatique; prix=1618 DH; stock=249; fournisseur=MaghrebTech; ville_stock=Oujda
id=05430; nom=Disque SSD 1To; categorie=Stockage; prix=880 DH; stock=227; fournisseur=TechMaroc; ville_stock=Tetouan
id=05431; nom=Imprimante laser; categorie=Bureautique; prix=2252 DH; stock=428; fournisseur=MaghrebTech; ville_stock=Oujda
id=05432; nom=Ordinateur portable; categorie=Informatique; prix=8803 DH; stock=151; fournisseur=NordInfo; ville_stock=Safi
id=05433; nom=Casque audio; categorie=Accessoires; prix=337 DH; stock=420; fournisseur=NordInfo; ville_stock=Kenitra
id=05434; nom=Souris sans fil; categorie=Accessoires; prix=147 DH; stock=149; fournisseur=AtlasCom; ville_stock=Kenitra
id=05435; nom=Ecran 24 pouces; categorie=Informatique; prix=1588 DH; stock=363; fournisseur=AtlasCom; ville_stock=Mohammedia
id=05436; nom=Disque SSD 1To; categorie=Stockage; prix=947 DH; stock=271; fournisseur=RabatIT; ville_stock=Settat
id=05437; nom=Disque SSD 1To; categorie=Stockage; prix=1324 DH; stock=482; fournisseur=AtlasCom; ville_stock=Oujda
id=05438; nom=Serveur NAS; categorie=Stockage; prix=6056 DH; stock=254; fournisseur=TechMaroc; ville_stock=Mohammedia
id=05439; nom=Routeur WiFi; categorie=Reseau; prix=775 DH; stock=246; fournisseur=CasaDigital; ville_stock=Errachidia
id=05440; nom=Disque SSD 1To; categorie=Stockage; prix=996 DH; stock=244; fournisseur=AtlasCom; ville_stock=Nador
id=05441; nom=Scanner; categorie=Bureautique; prix=1277 DH; stock=222; fournisseur=RabatIT; ville_stock=Beni Mellal
id=05442; nom=Projecteur; categorie=Bureautique; prix=5857 DH; stock=333; fournisseur=TechMaroc; ville_stock=Mohammedia
id=05443; nom=Imprimante laser; categorie=Bureautique; prix=1907 DH; stock=90; fournisseur=MaghrebTech; ville_stock=Fes
id=05444; nom=Clavier mecanique; categorie=Accessoires; prix=479 DH; stock=161; fournisseur=RabatIT; ville_stock=Mohammedia
id=05445; nom=Souris sans fil; categorie=Accessoires; prix=114 DH; stock=500; fournisseur=TechMaroc; ville_stock=Tetouan
id=05446; nom=Webcam HD; categorie=Accessoires; prix=454 DH; stock=410; fournisseur=RabatIT; ville_stock=El Jadida
id=05447; nom=Serveur NAS; categorie=Stockage; prix=6118 DH; stock=57; fournisseur=NordInfo; ville_stock=Settat
id=05448; nom=Clavier mecanique; categorie=Accessoires; prix=450 DH; stock=359; fournisseur=MaghrebTech; ville_stock=Meknes
id=05449; nom=Ordinateur portable; categorie=Informatique; prix=9335 DH; stock=32; fournisseur=CasaDigital; ville_stock=Fes
id=05450; nom=Switch 24 ports; categorie=Reseau; prix=1711 DH; stock=450; fournisseur=NordInfo; ville_stock=Laayoune
id=05451; nom=Scanner; categorie=Bureautique; prix=1580 DH; stock=40; fournisseur=MaghrebTech; ville_stock=Beni Mellal
id=05452; nom=Casque audio; categorie=Accessoires; prix=409 DH; stock=334; fournisseur=AtlasCom; ville_stock=Settat
id=05453; nom=Projecteur; categorie=Bureautique; prix=5460 DH; stock=248; fournisseur=TechMaroc; ville_stock=Rabat
id=05454; nom=Tablette graphique; categorie=Informatique; prix=1534 DH; stock=277; fournisseur=AtlasCom; ville_stock=Marrakech
id=05455; nom=Serveur NAS; categorie=Stockage; prix=5970 DH; stock=147; fournisseur=MaghrebTech; ville_stock=Nador
id=05456; nom=Clavier mecanique; categorie=Accessoires; prix=446 DH; stock=131; fournisseur=TechMaroc; ville_stock=Oujda
id=05457; nom=Imprimante laser; categorie=Bureautique; prix=2149 DH; stock=178; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05458; nom=Souris sans fil; categorie=Accessoires; prix=127 DH; stock=450; fournisseur=AtlasCom; ville_stock=Laayoune
id=05459; nom=Clavier mecanique; categorie=Accessoires; prix=455 DH; stock=187; fournisseur=MaghrebTech; ville_stock=Casablanca
id=05460; nom=Souris sans fil; categorie=Accessoires; prix=121 DH; stock=411; fournisseur=NordInfo; ville_stock=Safi
